id,name,size,serving_per_bag,calorie,carbohydrate,protein,fat,saturated fat,trans fat,sodium,sugar,含麩質之穀物及其製品,堅果類、種子類及其製品,大豆及其製品,奇異果及其製品,牛奶、羊奶及其製品,甲殼類及其製品(蝦類、蟹類),芒果及其製品,芝麻及其製品,花生及其製品,蛋類及其製品,軟體動物類及其製品(頭足類、螺貝類),魚類及其製品
526360,海鹽檸檬滿餡麵包,95,1,296,42.6,6.2,11.2,5.1,0,257,12.4,1,0,1,0,1,0,0,0,0,1,0,0
538991,蜜香紅茶蘋果鬆餅,112,1,360,60.4,4.9,11,3,0,364,38.8,1,0,1,0,1,0,0,0,0,1,0,0
539006,香橙乳酪球,90,1,237,40.9,6.6,5.2,3.2,0,279,10.4,1,1,1,0,1,0,0,1,1,1,0,0
539024,百香橘丁Ｑ貝果,85,1,227,42.9,8.2,2.5,0.9,0,439,5.5,1,1,1,0,1,0,1,1,1,1,0,0
555838,醇黑可可軟法,90,1,328,41.8,8.5,14,7.7,0,358,7.5,1,1,1,0,1,0,0,1,1,1,0,0
556725,大納言紅豆鬆餅,120,1,359,56.4,6.8,11.8,3.1,0,369,31.6,1,0,1,0,1,0,0,0,0,1,0,0
556866,大納言紅豆奶油滿餡麵包,108,1,360,51.7,8.4,13.3,5.6,0,269,20.1,1,0,1,0,1,0,0,0,0,1,0,0
557076,墨西哥辣蔬滿餡麵包,94,1,223,34.5,7.9,5.9,2.1,0,492,9.5,1,0,1,0,1,0,0,0,0,1,0,0
557212,紅豆丹麥捲,80,1,302,36.3,6.4,14.5,6.2,0,318,10,1,1,1,0,1,0,1,1,1,1,0,0
564443,藍莓桑葚乳酪Ｑ貝果,85,1,236,42.7,7.7,3.9,1.4,0,347,5.5,1,1,1,0,1,0,1,1,1,1,0,0
567300,藍莓夾心土司,78,1,216,33.5,5.1,6.9,3.2,0,258,10.4,1,0,1,0,1,0,0,0,0,0,0,0
575628,香醇奶油抹醬麵包,85,1,277,39.1,7.3,10.2,4.3,0,437,7.3,1,1,1,0,1,0,1,1,1,1,0,0
1820062,丹麥菠蘿可頌,92,1,390,46,7.9,19.4,9.5,0,196,25.6,1,1,1,0,1,0,1,1,1,1,0,0
1870021,紅豆麵包,104,1,291,52.1,8.5,5.4,2,0,204,10.1,1,0,1,0,1,0,0,1,0,1,0,0
1870053,草莓麵包,91,1,244,45.5,6.4,4.2,1.5,0,192,6.6,1,0,1,0,1,0,0,0,0,1,0,0
1870071,海苔肉鬆沙拉麵包,90,1,375,40.5,9.5,19.4,3.7,0,422,11,1,0,1,0,1,0,0,1,0,1,0,0
1870085,醇黑可可好棒棒,125,1,528,68.5,10.4,23.6,9.5,0,330,19,1,0,1,0,1,0,0,0,0,1,0,0
1870162,克林姆麵包,96,1,254,44.7,7,5.3,2.3,0,205,12,1,0,1,0,1,0,0,0,0,1,0,0
1870194,奶酥麵包,96,1,384,47.3,8.8,17.8,8.8,0,240,17.2,1,0,1,0,1,0,0,0,0,1,0,0
1870203,香濃牛奶好棒棒,120,1,474,61.6,10.8,20.5,8.7,0,323,13,1,0,1,0,1,0,0,0,0,1,0,0
1870271,起酥葡萄奶酥,106,1,424,48.3,8.7,21.7,10.6,0,314,12.2,1,0,1,0,1,0,0,1,0,1,0,0
1871009,果粒草莓滿餡麵包,99,1,299,45.4,6.9,9.9,4,0,206,18.9,1,1,1,0,1,0,0,0,0,1,0,0
1871063,深焙花生滿餡麵包,102,1,461,44,10.8,26.8,8.8,0,332,16.2,1,0,1,0,1,0,0,0,1,1,0,0
1871445,起酥肉鬆麵包,95,1,379,46.2,9.1,17.6,3.6,0,314,7.5,1,0,1,0,1,0,0,1,0,1,0,0
1871504,榛果可可滿餡麵包,94,1,414,40.7,8.5,24.2,9.7,0,242,14.1,1,1,1,0,1,0,0,0,0,1,0,0
1970360,醇乳香土司,191,2,548,96.3,18.9,9.7,4.6,0,663,13,1,0,1,0,1,0,0,0,0,0,0,0
1971352,草莓夾心土司,78,1,179,35,5.2,2,0.8,0,244,9.9,1,0,1,0,1,0,0,0,0,0,0,0
1971398,花生夾心土司,78,1,292,30.4,7.2,15.8,5.9,0,280,9.1,1,0,1,0,1,0,0,0,1,0,0,0
1971520,板巧克力夾心土司,73,1,241,33.1,5.5,9.6,3.7,0,230,8.2,1,1,1,0,1,0,0,0,0,0,0,0
1971552,經典蜂蜜鬆餅,110,1,365,54.6,5.8,13.8,3.9,0,275,28.9,1,0,1,0,1,0,0,0,0,1,0,0
1971689,陽光葡萄土司,130,1,363,65.9,10.7,6.2,2.7,0,338,19.6,1,0,1,0,0,0,0,0,0,0,0,0
1971702,綿柔鮮奶土司,111,1,321,56.4,11.1,5.7,2.7,0,386,7.5,1,0,1,0,1,0,0,0,0,0,0,0
1971734,榛果巧克力鬆餅,108,1,351,53.1,6.8,12.3,4,0,275,27.2,1,1,1,0,1,0,0,0,0,1,0,0
1971766,新纖麥土司,185,2,487,88.6,21.5,6.5,2,0,592,13.7,1,0,1,0,1,0,0,0,0,0,0,0
1972017,小麥胚芽土司,105,1,276,50.3,12.2,3.7,1.2,0,336,7.8,1,0,1,0,1,0,0,0,0,0,0,0
510608,讚岐烏龍麵,130,1,162,36.1,3.8,0.3,0,0,216,0,1,0,0,0,0,0,0,0,0,0,0,0
11640,鹽味毛豆,130,1,178,15.7,16.3,5.6,0.7,0,415,4.8,0,0,1,0,0,0,0,0,0,0,0,0
94044,川味椒麻煎餃,175,1,308,35.9,14.7,11.7,3.7,0,903,6.7,1,0,1,0,0,0,0,1,0,0,1,0
146726,麻油肉絲炒飯,152,1,344,46.8,8.7,13.5,2.4,0,523,0.8,1,0,1,0,0,0,0,1,0,1,0,0
146730,麻辣豬皮,100,1,247,5.5,19.8,16.2,4.4,0,1225,5.3,1,0,1,0,0,0,0,0,0,0,0,0
146762,水煎包,90,2,160,23.8,6.1,4.5,1.4,0,338,3.6,1,0,1,0,0,0,0,1,0,0,1,0
167126,塔香鹹酥雞,80,1,202,11.3,13.3,11.5,1.9,0,235,0,1,1,1,0,1,1,0,1,1,1,0,1
171054,泰式辣炒豬肉飯,185,1,361,56.8,10.9,10,2.8,0,549,3.3,1,0,1,0,0,0,0,0,0,0,1,1
175058,玉米豬肉手工水餃,175,1,295,35.7,13.5,10.9,3.2,0,548,5.3,1,0,1,0,0,0,0,1,0,0,0,0
416701,韓式炸Ｇ,100,1,213,28.6,11.1,6,0.4,0,652,11.8,1,0,1,0,0,0,0,1,0,0,0,0
416715,椒麻綜合滷味,115,1,235,21.5,8.1,12.9,2,0,524,1.6,1,0,1,0,0,0,0,1,0,0,0,0
437010,田家千層三星蔥拉餅,110,1,334,37.1,6.5,17.8,9.4,0,402,1.1,1,1,1,0,1,1,0,1,1,0,0,0
437024,田家千層胡椒拉餅,110,1,316,39.3,9.3,13.5,6.4,0,502,2.8,1,1,1,0,1,1,0,1,1,0,0,0
2410721,薑黃素炒飯,275,1,575,93.2,12.4,17,1.8,0,965,10.7,1,0,1,0,0,0,0,1,0,0,0,0
2491000,韓式炸雞,105,1,259,22.9,12.9,12.9,5.1,0,645,8.4,1,0,1,0,1,0,0,1,0,1,0,0
2491014,糖醋炸雞,100,1,243.5,21,13.1,11.9,2.1,0,244,4.3,1,0,1,0,0,0,0,0,0,0,0,0
2491028,霸王黃金香雞腿,95,1,189,8.7,14.7,10.6,3.3,0,598,0,1,0,1,0,1,0,0,0,0,1,0,0
2491032,霸王黃金酷辣雞腿排,135,1,334,12.6,20.8,22.3,7.3,0,693,0,1,0,1,0,1,0,0,0,0,1,0,0
2491046,美式香辣雞球,100,1,280,14.3,14.3,18.4,7.1,0,644,0.3,1,0,0,0,1,0,0,0,0,1,0,0
2491064,香蒜排骨酥,100,1,271.2,15.5,16.3,16,3.7,0,611,3.3,1,1,1,0,1,1,0,1,0,1,0,1
2491078,黃金起司香雞塊（重組）,110,1,240,16.1,14.3,13.2,4.8,0,620,0.6,1,0,1,0,1,0,0,0,0,0,0,0
2491505,鮮肉爆漿餡餅,145,1,317,32.8,13.8,14.5,6,0,528,2,1,0,0,0,0,0,0,0,0,0,0,0
2491519,鮮肉小籠湯包,63,2,94,9.4,6.2,3.5,0.9,0,197,0.8,1,0,1,0,0,0,0,1,0,0,0,0
2491537,經典鮮肉鍋貼,182,1,375,37.3,15.3,18.2,6.2,0,386,5.1,1,0,1,0,0,0,0,1,0,0,0,0
2492010,紐澳良辣味烤翅,105,1,240,5.9,20.7,14.9,4.4,0,622,4.6,1,0,0,0,1,0,0,0,0,0,0,0
2492024,香烤雞腿條,70,1,95,4.3,14.5,2.2,0.6,0,375,1.3,1,0,1,0,1,0,0,0,0,0,0,0
2492038,十三香烤雞翅,105,1,248,6.6,18.7,16.3,4,0,803,5.1,1,1,1,0,1,1,0,1,1,1,1,1
2492056,蜜汁雞柳,75,1,190,18.8,10.7,8,1.2,0,326,4.9,1,1,1,0,0,1,0,1,0,0,0,1
2492060,照燒雞腿肉串,55,1,73.5,3.4,9.8,2.3,0.7,0,429,1.8,1,0,1,0,0,0,0,0,0,0,0,1
2493107,青醬雞丁義大利麵,175,1,284,27.5,13.8,13.1,1.8,0,562,1.2,1,1,1,0,1,0,0,0,0,0,0,1
2493111,奶油蕈菇松露燉飯,192,1,265,41.3,3.3,9.6,2.5,0,378,1.9,1,0,1,0,1,0,0,0,0,0,0,1
2495018,黑胡椒素雞塊,100,1,281,23.4,14.9,14.2,5.2,0,721,1.3,1,0,1,0,0,0,0,0,0,1,0,0
2495068,美式香辣素雞米花,100,1,369,18,13.3,27.1,8.3,0,550,0.4,1,1,1,0,0,0,0,0,0,1,0,0
63906,萬丹巧克力牛奶,290,1,192,29,7.3,5.2,3.8,0,116,26.1,0,0,1,0,1,0,0,0,0,0,0,0
63988,牧場直送４．０鮮乳１８５８ｍｌ,371.6,5,252.7,17.8,11.9,14.9,9.7,0,149,17.1,0,0,0,0,1,0,0,0,0,0,0,0
479329,ＦＭＣ紅豆紫米漿,320,1,126.8,28.8,2.9,0,0,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0
2710157,牧場直送４．０鮮乳９００ｍｌ,300,3,204,14.4,9.6,12,7.8,0,120,13.8,0,0,0,0,1,0,0,0,0,0,0,0
2720168,牧場直送鮮乳３７５ｍｌ,375,1,255,18,12,15,9.8,0,150,17.3,0,0,0,0,1,0,0,0,0,0,0,0
2946005,ＦＭＣ薏仁漿,320,1,72.2,15.4,1.3,0.6,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0
46869,蜂蜜水８７０ｍｌ,870,1,222.7,55.7,0,0,0,0,0,53.9,0,0,0,0,0,0,0,0,0,0,0,0
84847,ＦＭＣ檸檬蜂蜜水８７０ｍｌ,870,1,348,87,0,0,0,0,0,81.8,0,0,0,0,0,0,0,0,0,0,0,0
203764,ＦＭＣ不知春茶,350,2,0,0,0,0,0,0,70.7,0,0,0,0,0,0,0,0,0,0,0,0,0
312331,ＦＭＣ抹茶拿鐵,375,1,205,34.9,7.1,4.1,3,0,109,31.9,0,0,1,0,1,0,0,0,0,0,0,0
400180,ＦＭＣ橙柚百香綠茶,450,1,174.8,42.8,0.9,0,0,0,4,39.6,0,0,0,0,0,0,0,0,0,0,0,0
400908,ＦＭＣ人蔘石榴蜂蜜水,300,1,64,15.9,0,0,0,0,1.2,14.4,0,0,0,0,0,0,0,0,0,0,0,0
400912,ＦＭＣ冰糖枸杞銀耳露,300,1,56.4,13.8,0.3,0,0,0,2.4,12,0,0,0,0,0,0,0,0,0,0,0,0
400930,ＦＭＣ人蔘黑木耳露,300,1,61.2,15,0.3,0,0,0,2.4,13.5,0,0,0,0,0,0,0,0,0,0,0,0
413771,ＦＭＣ旨味日式綠,350,2,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
426671,ＦＭＣ阿里山金萱烏龍茶,450,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
432274,ＦＭＣ蜜桃春烏龍,450,1,145.6,36.4,0,0,0,0,14,32.8,0,0,0,0,0,0,0,0,0,0,0,0
432288,ＦＭＣ葡柚四季青,450,0,172.8,43.2,0,0,0,0,5.8,39.2,0,0,0,0,0,0,0,0,0,0,0,0
437129,ＦＭＣ桂花金烏龍,450,1,0,0,0,0,0,0,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0
469077,ＦＭＣ翠玉烏龍茶,450,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
472486,ＦＭＣ鮮榨西瓜汁,265,1,101,22.5,2.1,0.3,0,0,5.3,21.5,0,0,0,0,0,0,0,0,0,0,0,0
508081,ＦＭＣ紅柚梅果綠,325,2,156,39,0,0,0,0,81,38,1,1,1,0,1,0,1,1,0,0,0,0
514420,ＦＭＣ１００％葡萄汁,265,1,151.8,36,1.3,0.3,0,0,0.5,34.4,0,0,0,0,0,0,0,0,0,0,0,0
536703,ＰＬＵＳ冷萃咖啡,280,1,10,2.2,0.3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
536717,ＦＭＣ海鹽荔枝飲,320,1,147,36.8,0,0,0,0,163,35.8,0,0,0,0,0,0,0,0,0,0,0,0
536721,ＦＭＣ荔枝蘋果烏龍茶,450,1,198,48.6,0.9,0,0,0,2.7,45,0,1,0,0,0,0,0,0,0,0,0,0
537309,ＦＭＣ黑拿鐵,265,1,95.3,21.2,1.5,0.5,0,0,3.2,15.1,0,0,0,0,0,0,0,0,0,0,0,0
538646,ＦＭＣ石榴荔枝蜂蜜水,320,1,118.4,29.1,0.5,0,0,0,2.6,25.9,0,0,0,0,0,0,0,0,0,0,0,0
566190,ＦＭＣ冷壓椰子水８７０ｍｌ,870,1,208.8,52.2,0,0,0,0,78.3,44.4,0,1,0,0,0,0,0,0,0,0,0,0
573630,ＦＭＣ橘柚蜂蜜水,320,1,124.2,31,0,0,0,0,0.6,29.8,0,0,0,0,0,0,0,0,0,0,0,0
574018,ＦＭＣ黃金甘露,300,1,159.9,36,0.6,1.5,0,0,0.3,32.4,0,1,0,0,0,0,0,0,0,0,0,0
2910149,芭樂檸檬青茶,450,1,225.2,54,1.4,0.4,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0
2910399,ＦＭＣ四季春青茶,450,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2910517,翡翠檸檬茶,650,1,289,72.2,0,0,0,0,46,64.4,1,1,1,0,1,0,1,1,0,0,0,0
2920023,鮮榨蘋果汁,265,1,135,32,0.8,0.5,0,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0
2920378,海鹽檸檬飲,320,1,142,35.5,0,0,0,0,141,33.3,0,0,0,0,0,0,0,0,0,0,0,0
2920578,ＦＭＣ楊枝甘露,300,1,177.3,39,0.6,2.1,1.8,0,6,30,0,1,0,0,0,0,1,0,0,0,0,0
2920582,ＦＭＣ紫拿鐵,265,1,153,35.8,1.9,0.3,0,0,17.2,30.2,0,0,0,0,0,0,0,0,0,0,0,0
2920596,ＦＭＣ綠拿鐵,265,1,143.6,31.8,2.9,0.5,0,0,13.2,26.2,0,0,0,1,0,0,0,0,0,0,0,0
2920623,ＦＭＣ冷壓椰子水,320,1,77,19.2,0,0,0,0,29,16.3,0,1,0,0,0,0,0,0,0,0,0,0
2921001,胡蘿蔔綜合蔬果汁,265,1,114,25,2.4,0.5,0,0,127,25,0,0,0,0,0,0,1,0,0,0,0,0
2921015,鮮榨椪柑原汁,265,1,132,30,1.6,0.5,0,0,8,29,0,0,0,0,0,0,0,0,0,0,0,0
2950038,蜂蜜水,320,1,82,20.5,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0
2950060,檸檬蜂蜜水,320,1,128,32,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
3110099,古早味紅茶,350,2,72.8,17.8,0.4,0,0,0,59.5,16.8,1,0,0,0,0,0,0,0,0,0,0,0
3130061,四季春青茶,350,2,0,0,0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0
3130198,ＦＭＣ金萱二十七,350,2,0,0,0,0,0,0,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0
3154164,菊花涼茶,260,2,44.7,11.2,0,0,0,0,29,9.9,0,0,0,0,0,0,0,0,0,0,0,0
3440244,小分子檸檬氣泡水,250,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
91119,ＦＭＣ益生菌枇杷膏硬喉糖,3.6,7,13.2,3.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
459284,ＦＭＣ莓果腰果,7,5,37.3,3.6,1,2.1,0.6,0,4,1.5,1,1,1,1,1,0,1,1,1,1,0,0
475448,無籽橄欖鮮果乾,10,5,29.6,7.3,0.1,0,0,0,112,5.8,0,0,0,0,0,0,0,0,0,0,0,0
532113,芭樂柳橙ＱＱ軟糖,42,1,145.3,33.6,2.5,0.1,0.04,0,43,16.8,0,0,1,0,0,0,0,0,0,0,0,1
564134,水蜜桃鮮果乾,11,3,36,8.9,0.1,0,0,0,3,8.3,0,0,0,0,0,0,0,0,0,0,0,0
564152,紅酒釀蘋果,23,1,78.2,19.8,0.2,0,0,0,2,16.6,0,0,0,0,0,0,0,0,0,0,0,0
573694,歐維氏８５％醇黑巧克力,36,1,221,13.7,3.7,16.8,9.4,0,3,5.3,1,1,1,0,1,0,1,1,1,1,0,0
3630039,歐維氏８５％醇黑巧克力,5.5,8,34,2.1,0.6,2.6,1.4,0,1,0.8,1,1,0,0,1,0,1,1,1,1,0,0
3811364,ＦＭＣ雙色脆薯片,85,1,425,58.7,2.6,20,8.7,0,57,7,0,0,0,0,0,0,0,0,0,0,0,0
3820088,海鹽薯條,20.5,2,116,11,1.2,7.5,3.4,0,43,0.2,1,0,0,0,0,0,0,0,0,0,0,0
3830049,海鹽地瓜條,20.5,2,119,11.3,0.6,7.9,3.5,0,54,4,0,0,0,0,0,0,0,0,0,0,0,0
3830526,乖乖奶油椰子,26,2,113,21.3,1.6,2.4,1.7,0,57,7.3,1,1,1,0,1,1,1,1,1,1,0,1
3860563,海鹽焦糖雙味爆米花,60,1,297,40.9,2.4,13.8,9.4,0,346,17.5,0,1,1,0,1,0,0,0,0,0,0,0
3860872,經典鹹甜爆米花,50,2,272,30.5,2,15.8,13.6,0,215,14,0,1,1,0,0,0,0,0,0,0,0,0
3925040,新貴派大格酥陽光檸檬,8.1,12,44,5,0.2,2.6,1.5,0,5,1.6,1,1,1,0,1,0,1,1,1,1,0,0
3925086,新貴派大格酥焙烤花生,8.1,12,46,4.6,0.5,2.8,1.4,0,11,2.5,1,1,1,0,1,0,1,1,1,1,0,0
3960739,鮮乳餅,50,1,225.9,33.8,4.5,8.1,4.9,0.4,85,6.6,1,0,1,0,1,0,0,0,0,1,0,0
4030553,ＦＭＣ夏威夷果,25,1,194.7,1,2,20.3,2.8,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0
4030567,ＦＭＣ大顆蜂蜜腰果,30,1,174.6,9.9,5.4,12.6,3,0,4,3.3,0,1,0,0,0,0,0,0,0,0,0,0
4030585,ＦＭＣ大顆蒜味杏仁果,38,1,248.9,5.3,9.9,20.9,1.9,0,133,1.9,1,1,1,0,0,0,0,0,0,0,0,0
4030599,ＦＭＣ每日６纖果,48,1,261.3,17.8,8.6,17.3,1.4,0,21,10.1,1,1,1,0,0,0,0,0,0,0,0,0
4110020,土芒果青鮮果乾,11,3,42.9,9.6,0.9,0.1,0,0,7,5,0,0,0,0,0,0,1,0,0,0,0,0
4110034,愛文芒果條,19,2,64.2,15.2,0.4,0.2,0,0,2,9.1,0,0,0,0,0,0,1,0,0,0,0,0
4110048,檸檬鮮果乾,10,3,35.7,8.6,0.1,0.1,0,0,28,6.5,0,0,0,0,0,0,0,0,0,0,0,0
4110070,草莓鮮果乾,7,5,22.8,5.6,0.1,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0
4110139,全果蔓越莓乾,38,1,134.4,32.7,0,0.4,0,0,4,23.2,0,0,0,0,0,0,0,0,0,0,0,0
4110234,芭樂鮮果乾,15,3,51,12,0.3,0.2,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0
4110339,洛神花鮮果乾,10,3,35.2,8.8,0,0,0,0,1,7.4,0,0,0,0,0,0,0,0,0,0,0,0
4128807,原味香鐵蛋,30,1,85,2.8,5.9,5.6,2,0,144.2,1.6,1,0,1,0,0,0,0,0,0,1,0,0
28467,ＦＭＣ紅燒牛腩,180,1,118.1,7.4,15.7,2.9,0.7,0,1033,3.4,1,0,1,0,0,0,0,0,0,0,0,0
28471,ＦＭＣ三杯雞杏鮑菇,180,1,255.6,17.6,12.4,15.1,3.6,0,1012,6.5,1,0,1,0,0,0,0,1,0,0,0,0
351056,蔬食素咖哩,180,1,167,20.2,4.1,7.7,1.8,0,749,4.1,1,1,1,0,0,0,1,0,0,0,0,0
351074,西魯肉,180,1,126,5.8,7.9,7.9,1.1,0,697,0,1,0,1,0,0,1,0,1,0,0,0,1
559414,藜麥多穀飯,200,1,307,59.6,7.6,4.2,0.2,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0
559432,頂級黑纖米,200,1,328,61.2,8.6,5.4,0.6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
559446,素油飯,200,1,411,70.8,12.2,8.8,1.2,0,614,1.6,1,0,1,0,0,0,0,1,0,0,0,0
4440011,ＦＭＣ藜麥穀物飯,180,1,282.4,55.6,7,5.6,1.1,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0
4440025,ＦＭＣ黑纖米飯,180,1,261.4,56.2,5.4,4.3,1.1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
